Airline,Source,Destination,Total_Stops,Price,Dep_Hour,Dep_Min,Arrival_Hour,Arrival_Min,Date,Month,Duration_Hours,Duration_Mins,Weekday,day/night
Vistara,Banglore,Delhi,0,5613,9,45,12,35,27,4,2.0,50,6,2.0
SpiceJet,Kolkata,Banglore,0,5725,22,20,0,40,24,3,2.0,20,7,5.0
IndiGo,Banglore,Delhi,0,10067,16,55,19,45,3,9,2.0,50,2,4.0
SpiceJet,Banglore,Delhi,0,4885,9,30,12,20,4,12,2.0,50,3,2.0
Air India,Delhi,Cochin,1,7690,6,5,9,25,6,9,3.0,20,5,1.0
IndiGo,Delhi,Cochin,1,8258,20,30,1,35,3,3,5.0,5,7,5.0
Multiple carriers,Delhi,Cochin,1,7408,7,0,21,0,6,12,14.0,0,5,1.0
Jet Airways,Kolkata,Banglore,1,10844,8,25,20,45,24,5,12.0,20,5,2.0
Jet Airways,Delhi,Cochin,2,8728,16,10,18,50,21,3,2.0,40,4,4.0
IndiGo,Delhi,Cochin,1,5894,11,25,21,0,24,6,9.0,35,1,2.0
Air India,Kolkata,Banglore,0,4435,20,45,23,20,3,12,2.0,35,2,5.0
Jet Airways,Mumbai,Hyderabad,0,4050,2,55,4,20,21,5,1.0,25,2,6.0
IndiGo,Kolkata,Banglore,0,4174,22,15,0,50,15,4,2.0,35,1,5.0
Air India,Delhi,Cochin,1,5957,9,45,9,25,27,3,23.0,40,3,2.0
Jet Airways,Kolkata,Banglore,1,12692,17,0,21,5,6,9,4.0,5,5,4.0
IndiGo,Banglore,Delhi,0,7303,16,55,19,45,24,3,2.0,50,7,4.0
Air India,Kolkata,Banglore,1,6117,19,0,11,5,5,1,16.0,5,6,4.0
IndiGo,Delhi,Cochin,0,6015,5,35,8,50,5,12,3.0,15,4,1.0
Air India,Kolkata,Banglore,2,11642,9,25,5,35,6,9,20.0,10,5,2.0
Multiple carriers,Delhi,Cochin,1,7564,6,40,19,15,18,5,12.0,35,6,1.0
IndiGo,Banglore,Delhi,0,4823,16,55,19,55,24,4,3.0,0,3,4.0
IndiGo,Delhi,Cochin,1,6442,5,5,16,10,27,6,11.0,5,4,1.0
Air India,Kolkata,Banglore,1,6327,19,0,11,5,6,9,16.0,5,5,4.0
Air India,Delhi,Cochin,1,7416,9,45,8,15,27,3,22.0,30,3,2.0
Air India,Delhi,Cochin,2,14588,7,10,7,40,27,5,24.0,30,1,1.0
Multiple carriers,Delhi,Cochin,1,7198,10,0,1,30,6,12,15.0,30,5,2.0
Air India,Delhi,Cochin,1,8669,7,0,19,15,27,6,12.0,15,4,1.0
IndiGo,Delhi,Cochin,1,6093,6,40,21,0,6,9,14.0,20,5,1.0
Air India,Kolkata,Banglore,2,15107,14,30,12,30,5,9,22.0,0,4,3.0
Air India,Delhi,Cochin,1,8372,9,0,7,40,18,5,22.0,40,6,2.0
Jet Airways,Kolkata,Banglore,1,7064,8,25,22,35,4,1,14.0,10,5,2.0
Vistara,Kolkata,Banglore,1,12732,7,10,22,55,24,3,15.0,45,7,1.0
SpiceJet,Chennai,Kolkata,0,3597,17,45,20,5,27,6,2.0,20,4,4.0
IndiGo,Banglore,Delhi,0,7303,8,30,11,30,24,3,3.0,0,7,2.0
Air India,Kolkata,Banglore,2,10991,5,50,20,25,6,6,14.0,35,4,1.0
Air India,Banglore,Delhi,1,10321,10,30,11,20,3,9,24.0,50,2,2.0
IndiGo,Banglore,Delhi,0,3943,13,0,15,50,6,6,2.0,50,4,3.0
IndiGo,Delhi,Cochin,1,5636,7,15,12,30,21,5,5.0,15,2,1.0
IndiGo,Kolkata,Banglore,1,4268,15,15,20,5,4,9,4.0,50,3,3.0
Jet Airways,Delhi,Cochin,2,13014,5,30,19,0,6,9,13.0,30,5,1.0
Multiple carriers,Delhi,Cochin,1,13727,9,0,21,0,5,9,12.0,0,4,2.0
IndiGo,Kolkata,Banglore,0,4174,15,15,17,45,4,9,2.0,30,3,3.0
Air India,Delhi,Cochin,2,10493,12,0,19,15,27,3,7.0,15,3,3.0
IndiGo,Delhi,Cochin,1,6794,10,35,21,0,21,5,10.0,25,2,2.0
IndiGo,Kolkata,Banglore,1,7228,21,0,2,15,5,12,5.0,15,4,5.0
Jet Airways,Banglore,Delhi,1,23017,7,0,18,25,3,1,11.0,25,4,1.0
Multiple carriers,Delhi,Cochin,1,7038,7,10,16,10,6,1,9.0,0,7,1.0
Jet Airways,Kolkata,Banglore,1,7064,6,30,8,15,4,1,1.0,45,5,1.0
Jet Airways,Kolkata,Banglore,1,10031,21,10,23,25,24,3,2.0,15,7,5.0
Jet Airways,Kolkata,Banglore,1,9663,20,0,4,40,5,6,8.0,40,3,5.0
Air Asia,Banglore,Delhi,0,4483,23,55,2,45,5,1,2.0,50,6,5.0
Jet Airways,Banglore,Delhi,0,5769,8,20,11,20,6,3,3.0,0,3,2.0
IndiGo,Kolkata,Banglore,0,4804,15,15,17,45,24,4,2.0,30,3,3.0
Air India,Kolkata,Banglore,0,4145,20,45,23,20,15,5,2.0,35,3,5.0
Air India,Kolkata,Banglore,0,4880,20,45,23,20,18,5,2.0,35,6,5.0
SpiceJet,Chennai,Kolkata,0,3543,9,45,12,0,6,6,2.0,15,4,2.0
Jet Airways,Banglore,Delhi,1,23017,8,55,21,20,3,1,12.0,25,4,2.0
IndiGo,Delhi,Cochin,1,7191,7,30,21,0,5,9,13.0,30,4,1.0
Vistara,Banglore,Delhi,0,5403,7,0,9,40,4,1,2.0,40,5,1.0
Jet Airways,Delhi,Cochin,2,15812,11,40,19,0,6,9,7.0,20,5,2.0
Jet Airways,Banglore,Delhi,0,4544,19,50,22,50,4,9,3.0,0,3,4.0
Air Asia,Delhi,Cochin,1,11410,16,45,22,25,6,3,5.0,40,3,4.0
IndiGo,Chennai,Kolkata,0,4332,11,35,14,0,5,3,2.0,25,2,2.0
Jet Airways,Banglore,Delhi,0,4544,17,45,20,45,15,4,3.0,0,1,4.0
IndiGo,Kolkata,Banglore,1,4226,6,20,10,20,24,5,4.0,0,5,1.0
Air India,Kolkata,Banglore,0,4145,20,45,23,20,6,3,2.0,35,3,5.0
Multiple carriers,Delhi,Cochin,1,14848,10,0,19,15,27,6,9.0,15,4,2.0
IndiGo,Banglore,Delhi,0,3419,0,30,3,25,4,3,2.0,55,1,6.0
Jet Airways,Banglore,Delhi,0,7229,18,55,21,55,24,3,3.0,0,7,4.0
SpiceJet,Delhi,Cochin,1,5830,8,45,13,15,6,3,4.0,30,3,2.0
Jet Airways,Banglore,Delhi,1,10972,14,5,7,40,18,3,17.0,35,1,3.0
Jet Airways,Kolkata,Banglore,1,14231,18,55,8,10,24,3,13.0,15,7,4.0
Jet Airways,Kolkata,Banglore,1,10844,18,55,19,50,6,9,24.0,55,5,4.0
SpiceJet,Kolkata,Banglore,1,11468,11,15,18,30,5,12,7.0,15,4,2.0
Air Asia,Kolkata,Banglore,0,4409,22,50,1,20,18,5,2.0,30,6,5.0
Jet Airways,Delhi,Cochin,2,13376,14,35,12,35,27,6,22.0,0,4,3.0
IndiGo,Banglore,Delhi,0,4077,23,30,2,20,21,6,2.0,50,5,5.0
Jet Airways,Kolkata,Banglore,1,13067,9,35,21,5,5,9,11.0,30,4,2.0
IndiGo,Banglore,Delhi,0,4823,7,10,10,5,6,6,2.0,55,4,1.0
Multiple carriers,Delhi,Cochin,1,14817,6,50,19,15,3,9,12.0,25,2,1.0
IndiGo,Chennai,Kolkata,0,4326,7,55,10,15,24,3,2.0,20,7,1.0
Multiple carriers,Delhi,Cochin,1,15603,7,0,21,0,3,3,14.0,0,7,1.0
Air India,Kolkata,Banglore,2,13885,16,45,23,15,24,3,6.0,30,7,4.0
Jet Airways,Banglore,Delhi,1,17261,11,40,9,0,3,6,21.0,20,1,2.0
Multiple carriers,Delhi,Cochin,3,15629,11,35,21,0,6,9,9.0,25,5,2.0
Air India,Kolkata,Banglore,2,6117,9,10,4,40,5,6,19.0,30,3,2.0
Jet Airways,Delhi,Cochin,2,12819,23,5,4,25,24,6,5.0,20,1,5.0
Multiple carriers,Delhi,Cochin,1,13377,18,15,1,30,27,5,7.0,15,1,4.0
Jet Airways,Banglore,Delhi,1,23017,7,0,15,15,3,1,8.0,15,4,1.0
IndiGo,Banglore,Delhi,0,3419,0,30,3,25,15,5,2.0,55,3,6.0
Air India,Kolkata,Banglore,2,14960,9,50,23,15,15,5,13.0,25,3,2.0
Air India,Mumbai,Hyderabad,0,11185,19,30,20,45,3,3,1.0,15,7,4.0
Air India,Delhi,Cochin,1,8372,19,0,19,15,27,5,24.0,15,1,4.0
Jet Airways,Delhi,Cochin,1,10262,2,15,12,35,6,6,10.0,20,4,6.0
Air India,Kolkata,Banglore,2,11542,16,50,13,45,6,12,20.0,55,5,4.0
SpiceJet,Kolkata,Banglore,1,4649,15,5,20,20,4,3,5.0,15,1,3.0
Jet Airways,Mumbai,Hyderabad,0,5678,19,40,21,10,3,9,1.0,30,2,4.0
SpiceJet,Banglore,Delhi,0,3971,9,30,12,20,6,1,2.0,50,7,2.0
Multiple carriers,Delhi,Cochin,1,7878,7,10,16,10,6,3,9.0,0,3,1.0
Jet Airways,Delhi,Cochin,2,13014,5,30,19,0,27,6,13.0,30,4,1.0
IndiGo,Banglore,Delhi,0,4423,6,5,8,50,5,1,2.0,45,6,1.0
Jet Airways,Delhi,Cochin,1,10262,14,0,4,25,6,1,14.0,25,7,3.0
Vistara,Banglore,Delhi,0,4668,9,45,12,35,27,5,2.0,50,1,2.0
Jet Airways,Kolkata,Banglore,1,10844,21,10,18,15,21,5,21.0,5,2,5.0
Jet Airways,Delhi,Cochin,2,10368,9,40,4,25,24,6,18.0,45,1,2.0
IndiGo,Banglore,Delhi,0,4591,10,10,13,0,21,4,2.0,50,7,2.0
IndiGo,Delhi,Cochin,1,7191,18,35,1,30,5,6,6.0,55,3,4.0
Multiple carriers,Delhi,Cochin,1,9794,6,0,12,35,18,5,6.0,35,6,1.0
IndiGo,Banglore,Delhi,0,3943,4,0,6,50,6,1,2.0,50,7,1.0
Jet Airways,Kolkata,Banglore,1,13626,6,30,12,0,6,12,5.0,30,5,1.0
Jet Airways,Kolkata,Banglore,1,9663,20,0,9,20,5,12,13.0,20,4,5.0
Multiple carriers,Delhi,Cochin,1,6093,7,10,16,10,15,6,9.0,0,6,1.0
Jet Airways,Banglore,Delhi,1,11717,21,25,7,40,3,12,10.0,15,2,5.0
Jet Airways,Kolkata,Banglore,1,14781,20,0,9,20,18,5,13.0,20,6,5.0
Jet Airways,Banglore,Delhi,0,7229,6,0,8,45,5,3,2.0,45,2,1.0
GoAir,Banglore,Delhi,0,3898,20,55,23,40,6,1,2.0,45,7,5.0
Jet Airways,Delhi,Cochin,1,14714,22,50,12,35,6,3,13.0,45,3,5.0
Multiple carriers,Delhi,Cochin,1,7005,11,40,21,0,27,5,9.0,20,1,2.0
IndiGo,Chennai,Kolkata,0,3597,14,45,17,5,15,6,2.0,20,6,3.0
SpiceJet,Kolkata,Banglore,0,4413,6,55,9,35,18,3,2.0,40,1,1.0
Multiple carriers,Delhi,Cochin,1,15353,10,20,19,15,3,6,8.0,55,1,2.0
IndiGo,Banglore,Delhi,0,3943,10,10,13,0,5,1,2.0,50,6,2.0
IndiGo,Chennai,Kolkata,0,6297,13,20,15,35,15,3,2.0,15,5,3.0
IndiGo,Banglore,Delhi,0,6144,20,0,22,55,3,9,2.0,55,2,5.0
Air India,Delhi,Cochin,2,12257,18,45,19,15,21,5,24.0,30,2,4.0
Jet Airways,Delhi,Cochin,2,15129,13,25,12,35,21,5,23.0,10,2,3.0
Jet Airways,Delhi,Cochin,2,10368,5,30,4,25,24,6,22.0,55,1,1.0
Jet Airways,Delhi,Cochin,2,13029,9,40,19,0,5,9,9.0,20,4,2.0
Air India,Kolkata,Banglore,2,9416,12,0,11,10,6,6,23.0,10,4,3.0
Air India,Delhi,Cochin,0,6934,18,5,21,10,6,3,3.0,5,3,4.0
Jet Airways,Kolkata,Banglore,1,11467,20,25,14,25,21,5,18.0,0,2,5.0
Multiple carriers,Delhi,Cochin,1,6795,15,15,1,30,6,3,10.0,15,3,3.0
IndiGo,Kolkata,Banglore,0,5198,15,20,17,55,27,3,2.0,35,3,3.0
Jet Airways,Delhi,Cochin,1,14053,17,25,18,50,3,9,1.0,25,2,4.0
Vistara,Kolkata,Banglore,1,7927,7,10,23,25,4,1,16.0,15,5,1.0
IndiGo,Kolkata,Banglore,0,4462,10,10,12,55,18,3,2.0,45,1,2.0
GoAir,Banglore,Delhi,0,5048,7,45,10,40,27,4,2.0,55,6,1.0
Jet Airways,Kolkata,Banglore,1,10844,20,0,23,35,24,5,3.0,35,5,5.0
Multiple carriers,Delhi,Cochin,1,15411,8,55,18,50,3,3,9.0,55,7,2.0
IndiGo,Kolkata,Banglore,0,4462,17,15,19,55,18,3,2.0,40,1,4.0
Jet Airways,Mumbai,Hyderabad,0,5678,15,50,17,20,27,3,1.0,30,3,3.0
Jet Airways,Delhi,Cochin,1,15764,9,55,4,25,3,6,18.0,30,1,2.0
Jet Airways,Delhi,Cochin,1,17024,22,20,19,45,3,6,21.0,25,1,5.0
Air India,Mumbai,Hyderabad,0,3100,6,20,7,40,18,6,1.0,20,2,1.0
Jet Airways,Banglore,Delhi,0,7229,18,55,22,0,5,1,3.0,5,6,4.0
IndiGo,Kolkata,Banglore,0,4804,14,25,16,55,24,4,2.0,30,3,3.0
Jet Airways,Banglore,Delhi,0,5769,8,20,11,20,24,6,3.0,0,1,2.0
Air Asia,Kolkata,Banglore,0,4384,19,35,22,5,18,3,2.0,30,1,4.0
Air India,Delhi,Cochin,1,6587,5,15,6,50,27,6,1.0,35,4,1.0
Jet Airways,Banglore,Delhi,1,7832,5,45,19,10,21,3,13.0,25,4,1.0
Air India,Chennai,Kolkata,0,7082,11,40,13,55,15,3,2.0,15,5,2.0
SpiceJet,Chennai,Kolkata,0,6300,8,20,10,35,15,3,2.0,15,5,2.0
Jet Airways,Kolkata,Banglore,1,14571,8,25,16,20,6,6,7.0,55,4,2.0
IndiGo,Banglore,Delhi,0,3943,13,0,15,50,27,6,2.0,50,4,3.0
Multiple carriers,Delhi,Cochin,1,6878,14,55,0,55,21,5,10.0,0,2,3.0
SpiceJet,Mumbai,Hyderabad,0,1965,5,45,7,15,4,1,1.0,30,5,1.0
Vistara,Kolkata,Banglore,1,9187,17,0,10,45,21,5,17.0,45,2,4.0
Air India,Banglore,Delhi,0,4441,21,10,23,55,24,3,2.0,45,7,5.0
IndiGo,Banglore,Delhi,0,10067,8,30,11,30,3,1,3.0,0,4,2.0
IndiGo,Delhi,Cochin,1,5054,20,25,1,30,27,6,5.0,5,4,5.0
Multiple carriers,Delhi,Cochin,1,7005,6,0,21,0,6,6,15.0,0,4,1.0
Jet Airways,Kolkata,Banglore,1,12121,9,35,21,5,15,5,11.0,30,3,2.0
IndiGo,Delhi,Cochin,1,5912,15,10,20,0,27,5,4.0,50,1,3.0
Air Asia,Kolkata,Banglore,1,5192,7,35,19,25,4,1,11.0,50,5,1.0
IndiGo,Chennai,Kolkata,0,3597,13,15,15,35,6,9,2.0,20,5,3.0
Jet Airways,Banglore,Delhi,0,8016,18,20,21,0,3,9,2.0,40,2,4.0
Air India,Mumbai,Hyderabad,0,2050,15,0,16,25,15,3,1.0,25,5,3.0
SpiceJet,Banglore,Delhi,0,4839,9,35,12,30,21,3,2.0,55,4,2.0
IndiGo,Mumbai,Hyderabad,0,4049,6,25,7,55,27,5,1.0,30,1,1.0
Vistara,Delhi,Cochin,0,6216,6,0,9,10,18,6,3.0,10,2,1.0
SpiceJet,Kolkata,Banglore,0,3841,22,20,0,40,21,6,2.0,20,5,5.0
SpiceJet,Kolkata,Banglore,0,3815,6,55,9,35,15,3,2.0,40,5,1.0
Air India,Banglore,Delhi,0,5176,17,0,19,45,4,3,2.0,45,1,4.0
SpiceJet,Mumbai,Hyderabad,0,2017,22,45,0,15,5,9,1.0,30,4,5.0
Vistara,Kolkata,Banglore,1,9187,7,10,9,5,5,9,1.0,55,4,1.0
Vistara,Banglore,Delhi,0,11598,9,50,12,35,3,9,2.0,45,2,2.0
Jet Airways,Delhi,Cochin,2,13014,19,30,12,35,6,1,17.0,5,7,4.0
Jet Airways,Delhi,Cochin,1,10262,19,15,12,35,6,1,17.0,20,7,4.0
Air India,Delhi,Cochin,2,9916,20,15,19,15,4,9,23.0,0,3,5.0
Jet Airways,Kolkata,Banglore,1,14231,16,55,12,0,24,3,19.0,5,7,4.0
Jet Airways,Banglore,Delhi,0,7229,11,10,14,5,15,6,2.0,55,6,2.0
IndiGo,Delhi,Cochin,1,6316,17,10,1,35,27,3,8.0,25,3,4.0
Air Asia,Kolkata,Banglore,0,4384,10,20,12,55,3,9,2.0,35,2,2.0
Air India,Delhi,Cochin,2,13381,16,55,19,15,6,12,2.0,20,5,4.0
IndiGo,Chennai,Kolkata,0,4332,11,35,14,0,5,12,2.0,25,4,2.0
Air India,Delhi,Cochin,1,8907,13,30,23,0,15,6,9.0,30,6,3.0
IndiGo,Kolkata,Banglore,0,4804,4,40,7,15,6,12,2.0,35,5,1.0
Air India,Delhi,Cochin,1,15407,7,0,7,40,3,6,24.0,40,1,1.0
Jet Airways,Delhi,Cochin,1,12898,10,0,4,25,27,5,18.0,25,1,2.0
Multiple carriers,Delhi,Cochin,1,6883,13,0,21,0,27,3,8.0,0,3,3.0
SpiceJet,Chennai,Kolkata,0,3543,17,45,20,5,5,3,2.0,20,2,4.0
IndiGo,Banglore,Delhi,0,4284,1,30,4,15,5,6,2.0,45,3,6.0
IndiGo,Mumbai,Hyderabad,0,2437,21,20,22,50,5,3,1.0,30,2,5.0
SpiceJet,Kolkata,Banglore,0,4174,22,20,0,40,18,4,2.0,20,4,5.0
Jet Airways,Kolkata,Banglore,1,14781,20,0,12,0,21,5,16.0,0,2,5.0
Air India,Kolkata,Banglore,2,14960,16,45,8,55,21,5,16.0,10,2,4.0
Jet Airways,Banglore,Delhi,0,5769,11,10,14,5,27,6,2.0,55,4,2.0
SpiceJet,Delhi,Cochin,1,4812,8,45,13,15,24,4,4.0,30,3,2.0
Vistara,Kolkata,Banglore,1,9345,7,10,23,25,18,5,16.0,15,6,1.0
IndiGo,Kolkata,Banglore,1,4864,7,10,12,40,15,5,5.0,30,3,1.0
IndiGo,Chennai,Kolkata,0,7295,19,35,21,55,3,6,2.0,20,1,4.0
Air India,Delhi,Cochin,2,10231,22,0,19,15,6,12,21.0,15,5,5.0
Jet Airways,Delhi,Cochin,1,14714,14,0,19,0,6,1,5.0,0,7,3.0
Jet Airways,Delhi,Cochin,1,12032,19,15,19,45,27,3,24.0,30,3,4.0
Jet Airways,Banglore,Delhi,0,4544,15,15,18,10,15,4,2.0,55,1,3.0
Jet Airways,Kolkata,Banglore,1,10844,6,30,18,15,15,5,11.0,45,3,1.0
Vistara,Banglore,Delhi,1,12476,6,40,12,35,3,3,5.0,55,7,1.0
Jet Airways,Banglore,Delhi,1,11087,20,35,23,0,3,12,2.0,25,2,5.0
Air India,Delhi,Cochin,3,10703,5,15,19,15,6,6,34.5,0,4,1.0
IndiGo,Delhi,Cochin,1,6734,8,35,22,30,5,9,13.0,55,4,2.0
Jet Airways,Banglore,Delhi,1,7832,14,5,20,20,21,3,6.0,15,4,3.0
Air India,Kolkata,Banglore,2,11516,5,50,23,15,4,1,17.0,25,5,1.0
IndiGo,Chennai,Kolkata,0,3850,7,55,10,15,18,3,2.0,20,1,1.0
Jet Airways,Delhi,Cochin,2,17229,13,55,4,25,3,9,14.0,30,2,3.0
SpiceJet,Kolkata,Banglore,0,3873,22,20,0,40,27,6,2.0,20,4,5.0
Jet Airways,Mumbai,Hyderabad,0,4160,7,5,8,30,4,3,1.0,25,1,1.0
Multiple carriers,Delhi,Cochin,1,7670,12,50,21,0,18,5,8.0,10,6,3.0
Jet Airways,Kolkata,Banglore,1,10031,8,25,16,20,24,3,7.0,55,7,2.0
Jet Airways,Delhi,Cochin,2,11150,13,25,12,35,27,6,23.0,10,4,3.0
Jet Airways,Banglore,Delhi,1,9134,11,40,18,25,15,3,6.0,45,5,2.0
SpiceJet,Banglore,Delhi,0,4423,9,30,12,20,18,5,2.0,50,6,2.0
Air Asia,Kolkata,Banglore,0,3807,22,50,1,20,21,6,2.0,30,5,5.0
Air India,Delhi,Cochin,1,7480,6,5,9,25,21,5,3.0,20,2,1.0
IndiGo,Banglore,Delhi,0,4423,6,5,8,50,5,6,2.0,45,3,1.0
IndiGo,Banglore,Delhi,0,4823,16,55,19,55,18,6,3.0,0,2,4.0
Vistara,Kolkata,Banglore,1,12102,17,0,20,25,24,3,3.0,25,7,4.0
Multiple carriers,Delhi,Cochin,1,15342,9,0,19,15,3,6,10.0,15,1,2.0
Jet Airways,Kolkata,Banglore,1,10844,16,30,22,35,5,6,6.0,5,3,4.0
Air India,Delhi,Cochin,1,7480,9,45,9,25,6,12,23.0,40,5,2.0
Air India,Kolkata,Banglore,1,4227,19,0,4,40,4,1,9.0,40,5,4.0
Air India,Delhi,Cochin,1,7690,9,45,9,25,6,9,23.0,40,5,2.0
SpiceJet,Kolkata,Banglore,1,8224,15,55,21,25,18,5,5.0,30,6,3.0
Vistara,Banglore,Delhi,0,5823,19,30,22,15,18,4,2.0,45,4,4.0
Jet Airways,Banglore,Delhi,1,9134,8,55,18,25,15,3,9.0,30,5,2.0
Jet Airways,Banglore,Delhi,1,23017,16,55,0,45,3,1,7.0,50,4,4.0
Air India,Kolkata,Banglore,1,8366,9,25,7,55,6,9,22.0,30,5,2.0
Air India,Delhi,Cochin,1,7480,5,15,6,50,6,1,1.0,35,7,1.0
Jet Airways,Kolkata,Banglore,1,14781,16,30,22,35,5,12,6.0,5,4,4.0
Air India,Kolkata,Banglore,2,13990,5,55,23,15,24,3,34.5,20,7,1.0
Air India,Delhi,Cochin,2,8245,17,15,19,15,21,3,2.0,0,4,4.0
Jet Airways,Delhi,Cochin,1,10262,10,0,19,0,24,6,9.0,0,1,2.0
Jet Airways,Kolkata,Banglore,1,12739,6,30,4,40,6,12,22.0,10,5,1.0
Multiple carriers,Delhi,Cochin,1,7575,11,25,19,15,21,5,7.0,50,2,2.0
Air India,Banglore,Delhi,0,11633,17,0,19,45,18,3,2.0,45,1,4.0
Jet Airways,Delhi,Cochin,2,10368,5,30,19,0,15,6,13.0,30,6,1.0
Jet Airways,Banglore,Delhi,1,13817,16,55,23,0,3,12,6.0,5,2,4.0
Jet Airways,Kolkata,Banglore,1,14231,13,55,22,35,24,3,8.0,40,7,3.0
Jet Airways,Banglore,Delhi,1,6992,11,40,23,0,21,3,11.0,20,4,2.0
Air India,Banglore,Delhi,0,6961,6,10,8,55,21,6,2.0,45,5,1.0
Jet Airways,Delhi,Cochin,2,16263,20,0,4,25,6,1,8.0,25,7,5.0
Jet Airways,Delhi,Cochin,1,14714,7,5,12,35,27,6,5.0,30,4,1.0
Multiple carriers,Delhi,Cochin,1,7740,7,30,21,0,24,6,13.0,30,1,1.0
Jet Airways,Banglore,Delhi,1,11087,11,40,20,20,18,3,8.0,40,1,2.0
Multiple carriers,Delhi,Cochin,1,14486,8,0,15,30,21,3,7.0,30,4,2.0
IndiGo,Delhi,Cochin,1,6442,11,55,18,10,21,5,6.0,15,2,2.0
Air India,Kolkata,Banglore,2,10361,12,0,18,30,18,5,6.0,30,6,3.0
Air Asia,Kolkata,Banglore,1,5320,7,35,23,30,5,12,15.0,55,4,1.0
Jet Airways,Delhi,Cochin,2,10368,9,40,12,35,15,6,2.0,55,6,2.0
SpiceJet,Kolkata,Banglore,0,4174,17,10,19,40,15,5,2.0,30,3,4.0
Air India,Delhi,Cochin,1,8151,17,40,8,15,21,5,14.0,35,2,4.0
Jet Airways,Delhi,Cochin,1,12557,16,0,18,50,21,3,2.0,50,4,4.0
Air India,Banglore,Delhi,0,6961,10,0,12,45,15,6,2.0,45,6,2.0
Air India,Banglore,Delhi,0,4441,21,5,23,55,4,9,2.0,50,3,5.0
SpiceJet,Mumbai,Hyderabad,0,2753,22,45,0,10,15,3,1.0,25,5,5.0
SpiceJet,Kolkata,Banglore,0,3841,22,20,0,40,4,6,2.0,20,2,5.0
Air India,Delhi,Cochin,1,5022,6,10,23,0,4,6,16.0,50,2,1.0
Air India,Delhi,Cochin,0,5201,5,10,8,0,6,6,2.0,50,4,1.0
Air India,Delhi,Cochin,0,6934,14,10,17,10,6,3,3.0,0,3,3.0
IndiGo,Kolkata,Banglore,1,5699,17,35,22,15,4,1,4.0,40,5,4.0
Vistara,Banglore,Delhi,0,5088,19,30,22,15,27,6,2.0,45,4,4.0
Multiple carriers,Delhi,Cochin,1,8601,8,25,19,15,21,3,10.0,50,4,2.0
IndiGo,Kolkata,Banglore,1,11319,9,20,14,15,15,5,4.0,55,3,2.0
IndiGo,Mumbai,Hyderabad,0,3838,21,20,22,45,3,9,1.0,25,2,5.0
Jet Airways,Kolkata,Banglore,1,14388,16,30,9,20,5,12,16.0,50,4,4.0
Jet Airways,Delhi,Cochin,2,10824,9,35,12,35,15,6,3.0,0,6,2.0
Jet Airways,Delhi,Cochin,1,5177,13,0,19,0,4,6,6.0,0,2,3.0
Jet Airways,Delhi,Cochin,1,14714,11,30,19,0,27,6,7.0,30,4,2.0
Jet Airways,Kolkata,Banglore,1,13626,8,25,19,50,6,12,11.0,25,5,2.0
Air India,Delhi,Cochin,2,13381,6,50,7,40,24,6,24.0,50,1,1.0
Air India,Delhi,Cochin,2,18211,18,30,19,15,3,9,24.0,45,2,4.0
Multiple carriers,Delhi,Cochin,2,6653,13,15,21,20,21,3,8.0,5,4,3.0
Jet Airways,Kolkata,Banglore,1,14781,14,5,23,35,5,12,9.0,30,4,3.0
Air India,Kolkata,Banglore,2,11458,9,25,1,20,5,6,15.0,55,3,2.0
Jet Airways,Kolkata,Banglore,1,10844,6,30,19,50,6,9,13.0,20,5,1.0
IndiGo,Mumbai,Hyderabad,0,3342,2,35,4,5,24,5,1.0,30,5,6.0
Jet Airways,Delhi,Cochin,1,10262,18,15,12,35,24,6,18.0,20,1,4.0
IndiGo,Chennai,Kolkata,0,5277,22,5,0,25,24,6,2.0,20,1,5.0
Air India,Banglore,Delhi,0,4441,6,10,8,55,24,3,2.0,45,7,1.0
SpiceJet,Chennai,Kolkata,0,3543,8,20,10,35,5,3,2.0,15,2,2.0
Air India,Banglore,Delhi,1,13912,6,45,12,15,3,6,5.0,30,1,1.0
Multiple carriers,Delhi,Cochin,1,9315,6,40,19,0,27,5,12.0,20,1,1.0
Jet Airways,Delhi,Cochin,1,10262,22,50,4,25,6,1,5.0,35,7,5.0
Air India,Delhi,Cochin,2,12199,17,15,19,15,27,6,2.0,0,4,4.0
IndiGo,Chennai,Kolkata,0,5277,22,5,0,25,27,5,2.0,20,1,5.0
Air India,Kolkata,Banglore,2,6117,9,10,4,40,6,12,19.0,30,5,2.0
IndiGo,Banglore,Delhi,0,5734,10,10,13,0,24,3,2.0,50,7,2.0
Air Asia,Delhi,Cochin,1,8627,20,10,7,10,3,6,11.0,0,1,5.0
Multiple carriers,Delhi,Cochin,1,6795,11,40,1,30,15,6,13.0,50,6,2.0
IndiGo,Delhi,Cochin,0,5601,14,25,17,40,21,5,3.0,15,2,3.0
Jet Airways,Banglore,Delhi,0,7229,17,45,20,45,21,4,3.0,0,7,4.0
IndiGo,Delhi,Cochin,1,8330,15,0,1,30,5,9,10.0,30,4,3.0
IndiGo,Banglore,Delhi,0,4823,8,30,11,20,5,3,2.0,50,2,2.0
Jet Airways,Kolkata,Banglore,1,13759,19,45,22,35,24,3,2.0,50,7,4.0
Air India,Delhi,Cochin,2,10231,5,0,7,40,6,12,2.0,40,5,1.0
Jet Airways,Delhi,Cochin,1,12898,19,15,19,0,27,5,23.0,45,1,4.0
